id,year,location,estab,formal,service,sector,group,grphq,market1,market2,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,ftphd,ftms,ftbs,fthnd,ftdip,ftother,ptphd,ptms,ptbs,pthnd,ptdip,ptother,turnover05,turnover06,turnover07,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,ieffect_prod1,ieffect_prod2
11,2008,No,0.0,Yes,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,56.0,48.0,29.0,0.0,0.0,0.0,56.0,48.0,29.0,0.0,0.0,4.0,3.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,39.0,39990626.0,35884544.0,13091062.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
12,2008,No,1999.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,Yes,Yes,50.0,35.0,30.0,70.0,40.0,30.0,120.0,75.0,60.0,0.0,1.0,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,30.0,100.0,100000000.0,50000000.0,50000000.0,Low,Medium,Medium,Not used,Not used,Not used,Low,Low,Low,Medium,Low,Medium
13,2008,No,1985.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,100.0,100.0,10.0,200.0,200.0,17.0,300.0,300.0,27.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,16.0,300000000.0,400000000.0,250000000.0,Low,Medium,Not used,Not used,Low,Not used,Not used,Low,Low,High,Low,High
14,2008,No,1996.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,NOT SPECIFIED,6.0,8.0,7.0,12.0,11.0,14.0,18.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,50.0,50000000.0,60000000.0,49178000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
15,2008,No,1975.0,Yes,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,No,122.0,121.0,126.0,0.0,0.0,0.0,122.0,121.0,126.0,0.0,0.0,0.0,1.0,4.0,121.0,0.0,0.0,0.0,0.0,0.0,151.0,151750000.0,158654620.0,168345260.0,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,High,High
16,2008,No,1985.0,No,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,No,40.0,41.0,48.0,15.0,10.0,14.0,55.0,51.0,62.0,0.0,0.0,2.0,3.0,6.0,32.0,0.0,0.0,4.0,9.0,6.0,14.0,14200000.0,17500000.0,19000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
17,2008,No,1956.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,NOT SPECIFIED,70.0,75.0,75.0,10.0,5.0,20.0,80.0,80.0,95.0,3.0,2.0,4.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,1371140511.0,1240160501.0,1715567101.0,Medium,Medium,High,Not used,Not used,Not used,Low,Low,Low,Medium,High,High
18,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,13.0,13.0,13.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,25.0,25000000.0,32000000.0,30000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Medium,Not relevant
19,2008,No,0.0,Yes,manufacturing,wood and paper products etc,Yes,Europe,Yes,Yes,384.0,376.0,370.0,0.0,0.0,0.0,384.0,376.0,370.0,0.0,20.0,24.0,20.0,34.0,265.0,0.0,0.0,0.0,0.0,0.0,4.0,4009000000.0,4791000000.0,6117000000.0,Not used,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,High,Medium,Medium
20,2008,No,1991.0,Yes,manufacturing,fabricated metal etc,No,NOT SPECIFIED,NOT SPECIFIED,Yes,68.0,70.0,76.0,6.0,8.0,10.0,74.0,78.0,86.0,0.0,3.0,15.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990000000.0,4640000000.0,5166000000.0,High,High,Low,Low,Not used,Not used,Not used,Low,Low,Medium,Not relevant,High
21,2008,No,0.0,Yes,manufacturing,rubber and plastics products,Yes,USA,NOT SPECIFIED,NOT SPECIFIED,109.0,109.0,109.0,0.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418264000.0,232444800.0,499926000.0,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Not relevant,Not relevant
22,2008,No,0.0,Yes,manufacturing,furniture,Yes,Other Africa,Yes,Yes,13.0,13.0,13.0,3.0,3.0,3.0,16.0,16.0,16.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,300000000.0,360000000.0,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Low,High
23,2008,No,1960.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,NOT SPECIFIED,No,26.0,26.0,38.0,0.0,0.0,0.0,26.0,26.0,38.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000000.0,133000000.0,415000000.0,Not used,Medium,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
24,2008,No,0.0,Yes,manufacturing,furniture,No,NOT SPECIFIED,NOT SPECIFIED,Yes,547.0,558.0,534.0,0.0,0.0,0.0,547.0,558.0,534.0,0.0,0.0,12.0,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589445.53,550492.42,438150.06,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
25,2008,No,0.0,NOT SPECIFIED,manufacturing,rubber and plastics products,No,NOT SPECIFIED,NOT SPECIFIED,Yes,15.0,25.0,32.0,10.0,16.0,18.0,25.0,41.0,50.0,0.0,0.0,4.0,6.0,4.0,10.0,0.0,0.0,2.0,2.0,3.0,8.0,120000000.0,160000000.0,210000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
26,2008,No,1994.0,Yes,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,NOT SPECIFIED,16.0,18.0,18.0,2.0,3.0,4.0,18.0,21.0,22.0,0.0,0.0,2.0,4.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,6.0,4000000.0,6000000.0,8000000.0,High,Medium,High,High,Not used,Medium,Not used,Medium,Not used,Medium,High,Medium
27,2008,No,2006.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,NOT SPECIFIED,Yes,NOT SPECIFIED,5.0,46.0,15.0,3.0,3.0,3.0,8.0,49.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,15000000.0,Medium,Medium,Low,Not used,Low,Medium,Low,Low,Not used,Not used,Medium,Not relevant
28,2008,No,1994.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,Yes,Unspecified,Yes,Yes,100.0,100.0,115.0,10.0,17.0,10.0,110.0,117.0,125.0,1.0,3.0,10.0,5.0,3.0,80.0,1.0,0.0,0.0,0.0,0.0,11.0,100000000.0,120000000.0,130000000.0,High,High,High,High,Not used,Not used,Not used,Medium,Medium,High,Medium,Low
29,2008,No,1976.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,NOT SPECIFIED,Yes,105.0,112.0,85.0,0.0,0.0,0.0,105.0,112.0,85.0,0.0,2.0,4.0,2.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,125000000.0,130000000.0,200000000.0,High,Medium,High,Medium,Not used,Not used,Not used,High,Medium,Medium,High,High
30,2008,No,1978.0,NOT SPECIFIED,manufacturing,non metallic mineral products,No,NOT SPECIFIED,Yes,No,20.0,20.0,20.0,40.0,40.0,40.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2500000.0,3000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
31,2008,No,2003.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,0.0,0.0,61.0,0.0,0.0,182.0,0.0,0.0,243.0,0.0,5.0,11.0,5.0,20.0,20.0,0.0,0.0,0.0,0.0,35.0,147.0,0.0,0.0,363000000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Medium,Low
32,2008,No,1997.0,NOT SPECIFIED,manufacturing,basic metals and recycling,No,NOT SPECIFIED,Yes,No,18.0,15.0,15.0,0.0,0.0,0.0,18.0,15.0,15.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1800000.0,1700000.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Medium
33,2008,No,1936.0,NOT SPECIFIED,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,No,45.0,45.0,43.0,0.0,0.0,0.0,45.0,45.0,43.0,0.0,0.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,37500000.0,37500000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
34,2008,No,1986.0,NOT SPECIFIED,manufacturing,wood and paper products etc,No,NOT SPECIFIED,NOT SPECIFIED,Yes,67.0,67.0,67.0,3.0,2.0,2.0,70.0,69.0,69.0,0.0,0.0,9.0,1.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Medium,High,Not used,Not used,Not used,High,Not used,High,Not used,Not used,High,Not relevant
35,2008,No,1993.0,Yes,manufacturing,food and beverages,Yes,Nigeria,NOT SPECIFIED,Yes,0.0,770.0,969.0,0.0,1256.0,1800.0,0.0,2026.0,2769.0,0.0,4.0,14.0,83.0,446.0,422.0,0.0,0.0,0.0,0.0,800.0,1000.0,0.0,0.0,214320000.0,High,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
36,2008,No,0.0,Yes,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,369.0,353.0,315.0,0.0,0.0,0.0,369.0,353.0,315.0,5.0,2.0,10.0,25.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393000000.0,260000000.0,220000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
37,2008,No,1983.0,Yes,manufacturing,food and beverages,Yes,Nigeria,Yes,Yes,432.0,430.0,420.0,0.0,0.0,0.0,432.0,430.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100000000.0,5760000000.0,7180000000.0,High,High,High,Medium,High,Low,Low,Medium,Low,Low,Medium,Medium
38,2008,No,0.0,NOT SPECIFIED,manufacturing,fabricated metal etc,No,NOT SPECIFIED,Yes,No,20.0,20.0,15.0,5.0,0.0,5.0,25.0,20.0,20.0,0.0,0.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2500000.0,2000000.0,1800000.0,High,High,High,Medium,Low,Low,Low,Low,Low,Low,High,High
39,2008,No,1987.0,Yes,manufacturing,furniture,Yes,Nigeria,Yes,Yes,50.0,50.0,50.0,80.0,80.0,30.0,130.0,130.0,80.0,0.0,2.0,4.0,4.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,150000000.0,120000000.0,100000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
40,2008,No,1991.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,NOT SPECIFIED,No,200.0,280.0,340.0,0.0,0.0,0.0,200.0,280.0,340.0,0.0,4.0,20.0,30.0,75.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,500000000.0,550000000.0,600000000.0,Medium,High,High,High,Medium,Low,Medium,High,Low,High,Medium,High
41,2008,No,1975.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,NOT SPECIFIED,285.0,224.0,215.0,18.0,22.0,17.0,303.0,246.0,232.0,0.0,3.0,15.0,14.0,183.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,555510000.0,266926263.0,240868209.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
42,2008,No,1980.0,Yes,manufacturing,wood and paper products etc,No,NOT SPECIFIED,NOT SPECIFIED,Yes,34.0,52.0,25.0,0.0,0.0,0.0,34.0,52.0,25.0,0.0,3.0,5.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,305258000.0,195832000.0,130045000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
43,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,200.0,186.0,177.0,0.0,0.0,0.0,200.0,186.0,177.0,0.0,8.0,30.0,47.0,21.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,456000000.0,493000000.0,543000000.0,Medium,High,Low,Low,Medium,Medium,Not used,Low,Not used,Medium,Medium,Medium
44,2008,No,1978.0,No,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,Yes,40.0,30.0,32.0,0.0,0.0,0.0,40.0,30.0,32.0,0.0,0.0,1.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45301862.0,49100290.0,68324750.0,High,High,High,Medium,High,High,Low,High,Low,High,High,High
45,2008,No,0.0,NOT SPECIFIED,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,No,Yes,7.0,7.0,7.0,34.0,34.0,34.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104024471.0,104567064.0,141459652.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
46,2008,No,1972.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,NOT SPECIFIED,Yes,150.0,150.0,100.0,0.0,30.0,10.0,150.0,180.0,110.0,0.0,10.0,20.0,35.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4060955000.0,6149520000.0,High,High,High,High,High,Medium,Medium,High,High,High,High,High
47,2008,No,1973.0,Yes,manufacturing,food and beverages,Yes,Nigeria,NOT SPECIFIED,No,64.0,57.0,61.0,0.0,0.0,0.0,64.0,57.0,61.0,0.0,4.0,8.0,12.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,152289200.0,1882364000.0,2175777000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
48,2008,No,1963.0,No,manufacturing,textiles and wearing apparel,Yes,Nigeria,NOT SPECIFIED,No,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37684646.0,34469718.0,23452201.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not relevant,Not relevant
49,2008,No,1979.0,Yes,manufacturing,chemicals and chemical products,No,NOT SPECIFIED,No,Yes,80.0,75.0,75.0,0.0,0.0,0.0,80.0,75.0,75.0,0.0,1.0,8.0,10.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1958845424.0,1518080902.0,1713211452.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
50,2008,No,1972.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,No,Yes,260.0,260.0,257.0,0.0,0.0,0.0,260.0,260.0,257.0,0.0,3.0,58.0,85.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,4000000.0,3000000.0,Not used,Medium,Medium,Low,Not used,Not used,Not used,Not used,Not used,Not used,Low,Medium
51,2008,No,0.0,NOT SPECIFIED,manufacturing,food and beverages,No,NOT SPECIFIED,Yes,No,50.0,42.0,30.0,40.0,35.0,25.0,90.0,77.0,55.0,0.0,0.0,0.0,3.0,7.0,20.0,0.0,0.0,0.0,0.0,5.0,25.0,4000000.0,3600000.0,2500000.0,Medium,Medium,Medium,Low,Medium,Low,Medium,High,Medium,Low,Low,Medium
52,2008,No,2003.0,Yes,manufacturing,food and beverages,No,NOT SPECIFIED,No,Yes,80.0,80.0,120.0,70.0,70.0,90.0,150.0,150.0,210.0,1.0,3.0,10.0,10.0,7.0,89.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,,High,High,High,Low,Not used,Not used,Not used,Not used,Not used,Not used,High,Medium
53,2008,No,0.0,NOT SPECIFIED,manufacturing,"machinery, equipment and vehicles",No,NOT SPECIFIED,Yes,No,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,25.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1800000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
54,2008,No,2007.0,NOT SPECIFIED,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,Yes,30.0,25.0,20.0,0.0,0.0,0.0,30.0,25.0,20.0,1.0,3.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,750000.0,2000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
55,2008,No,1984.0,No,manufacturing,leather tanning and dressing etc,No,NOT SPECIFIED,Yes,Yes,16.0,18.0,20.0,0.0,0.0,0.0,16.0,18.0,20.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1500000.0,2000000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
56,2008,No,1978.0,Yes,manufacturing,"Publishing, reproduction of recorded media",No,NOT SPECIFIED,Yes,Yes,400.0,750.0,870.0,15.0,30.0,30.0,415.0,780.0,900.0,0.0,0.0,0.0,150.0,300.0,420.0,0.0,0.0,0.0,15.0,10.0,35.0,15000000.0,20000000.0,29500000.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED
57,2008,No,1990.0,NOT SPECIFIED,manufacturing,wood and paper products etc,No,NOT SPECIFIED,Yes,NOT SPECIFIED,2.0,3.0,9.0,1.0,2.0,3.0,3.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,500000.0,4500000.0,6200000.0,Medium,High,High,High,High,High,Medium,Medium,High,High,High,Medium
